1,51.58,51.74
2,103.76,103.88
3,132.95,133.7
4,162.31,163.49
5,213.88,214.98
6,265.43,266.48
7,316.96,318.32
8,346.34,348.16
9,375.74,377.73
10,427.35,429.46
11,456.56,458.98
12,508.47,510.53
13,537.76,540.34
14,589.43,717.29076
15,619.25,747.01076
16,648.84,776.75076
17,700.62,777.87076
18,752.25,778.99076
19,804.12,780.11076
20,856.04,781.24076
21,907.81,833.08076
22,960.07,884.84076
23,1011.67,936.63076
24,1041.07,966.23076
25,1092.92,1017.87076
26,1145.11,1070.21076
27,1197.01,1071.35076
28,1226.69,1139.289314
29,1256.37,1144.079314
30,1308.2,1196.069314
31,1337.88,1200.869314
32,1367.58,1205.679314
33,1419.7,1257.909314
34,1471.79,1310.219314
35,1523.78,1362.939314
36,1575.81,1414.819314
37,1605.18,1419.639314
38,1657.0,1471.759314
39,1686.62,1476.569314
40,1738.71,1528.309314
41,1790.36,1579.929314
42,1842.2,1631.689314
43,1893.94,1683.249314
44,1945.64,1735.049314
45,1975.11,1739.869314
46,2026.85,1791.519314
47,2056.31,1796.299314
48,2086.05,1801.099314
49,2115.43,1805.889314
50,2167.21,1857.629314
51,2196.65,1887.329314
52,2248.79,1997.81712
53,2301.24,2049.93712
54,2353.01,2102.12712
55,2405.6,2154.51712
56,2435.27,2159.34712
57,2464.79,2164.14712
58,2517.16,2216.24712
59,2546.95,2221.03712
60,2598.76,2223.87712
61,2650.39,2224.99712
62,2679.83,2229.80712
63,2709.3,2234.59712
64,2761.17,2235.71712
65,2813.31,2346.303979
66,2842.98,2351.093979
67,2895.06,2403.493979
68,2946.84,2580.047191
69,2976.47,2584.847191
70,3028.49,2587.797191
71,3080.47,2639.867191
72,3132.53,2691.757191
73,3184.35,2692.397191
74,3235.96,2693.027191
75,3287.97,2695.917191
76,3339.62,2873.62712
77,3391.25,2874.75712
78,3420.94,2879.51712
79,3473.09,2882.37712
80,3524.98,2882.86712
81,3576.72,2883.50712
82,3606.18,2913.17712
83,3657.84,2964.89712
84,3709.7,2966.01712
85,3739.13,2970.84712
86,3791.2,2973.71712
87,3843.17,3025.64712
88,3872.74,3030.41712
89,3924.86,3082.69712
90,3976.6,3134.89712
91,4006.07,3139.70712
92,4035.72,3144.48712
93,4065.25,3149.30712
94,4116.97,3201.12712
95,4146.63,3205.90712
96,4176.42,3210.70712
97,4228.62,3213.59712
98,4280.48,3265.41712
99,4332.35,3317.14712
100,4384.54,3319.98712
101,4414.02,3324.79712
102,4465.57,3325.28712
103,4517.24,3377.65712
104,4546.96,3382.46712
105,4598.81,3434.12712
106,4650.99,3437.02712
107,4680.34,3441.81712
108,4731.99,3442.45712
109,4783.54,3442.94712
110,4813.37,3447.75712
111,4865.05,3448.24712
112,4894.39,3453.02712
113,4923.88,3457.84712
114,4953.21,3462.62712
115,4982.9,3467.38712
116,5012.27,3497.12712
117,5041.81,3501.93712
118,5093.55,3504.81712
119,5122.96,3534.38712
120,5174.66,3535.02712
121,5204.23,3539.80712
122,5256.01,3591.58712
123,5285.72,3596.36712
124,5315.21,3662.133754
125,5367.48,3664.993754
126,5419.27,3716.673754
127,5471.31,3768.223754
128,5500.84,3773.003754
129,5552.91,3775.913754
130,5604.64,3777.033754
131,5634.42,3781.803754
132,5686.36,3784.683754
133,5715.89,3789.493754
134,5745.68,3794.263754
135,5797.57,3846.433754
136,5849.24,3898.503754
137,5901.13,3950.723754
138,5930.86,3955.543754
139,5982.61,3956.673754
140,6012.25,3959.303754
141,6063.9,3959.803754
142,6115.61,4011.603754
143,6167.16,4012.243754
144,6196.69,4017.043754
145,6248.69,4068.983754
146,6300.21,4069.473754
147,6329.92,4074.263754
148,6381.57,4075.383754
149,6433.17,4127.243754
150,6462.54,4156.863754
151,6492.05,4159.493754
152,6543.83,4211.193754
153,6595.58,4214.123754
154,6647.44,4215.253754
155,6677.18,4281.772897
156,6728.77,4282.402897
157,6780.37,4334.342897
158,6831.97,4385.932897
159,6861.3,4388.562897
160,6913.38,4391.472897
161,6965.59,4501.130401
162,7017.74,4552.800401
163,7069.47,4604.570401
164,7121.32,4656.040401
165,7173.06,4656.530401
166,7202.51,4686.310401
167,7231.93,4689.570401
168,7283.53,4690.060401
169,7335.23,4692.310401
170,7386.9,4744.460401
171,7439.03,4852.669865
172,7490.83,4853.789865
173,7542.64,4854.429865
174,7594.44,4906.149865
175,7646.14,4906.789865
176,7698.13,4959.189865
177,7727.52,4963.989865
178,7779.01,4965.109865
179,7808.65,4969.919865
180,7860.83,4972.139865
181,7890.51,4974.759865
182,7942.24,5026.469865
183,7971.85,5029.709865
184,8024.22,5081.509865
185,8075.87,5082.149865
186,8105.39,5085.409865
187,8157.13,5137.209865
188,8186.66,5141.999865
189,8238.17,5142.489865
190,8267.57,5147.279865
191,8319.47,5199.409865
192,8371.87,5310.929375
193,8423.56,5363.029375
194,8453.18,5366.279375
195,8482.73,5371.059375
196,8534.42,5372.099375
197,8586.02,5372.589375
198,8637.57,5550.030311
199,8689.35,5551.160311
200,8741.12,5553.420311
201,8792.88,5554.550311
202,8822.78,5557.830311
203,8852.13,5561.100311
204,8904.29,5563.340311
205,8934.02,5566.600311
206,8985.76,5618.300311
207,9037.98,5670.030311
208,9067.48,5674.840311
209,9119.88,5678.900311
210,9171.66,5679.540311
211,9223.93,5680.590311
212,9275.72,5681.720311
213,9328.01,5733.420311
214,9379.99,5785.080311
215,9409.68,5814.810311
216,9461.24,5991.031148
217,9513.26,6042.751148
218,9565.19,6044.991148
219,9616.95,6045.481148
220,9669.43,6097.341148
221,9721.26,6273.582761
222,9773.69,6276.472761
223,9825.47,6328.282761
224,9855.05,6333.072761
225,9884.41,6335.672761
226,9914.09,6340.472761
227,9965.95,6392.152761
228,9995.64,6421.582761
229,10025.27,6424.832761
230,10054.77,6428.092761
