num,No-PS,eager
2026,10148.575,4345.04963
2027,10154.1825,4346.84263
2028,10158.74,4348.39413
2029,10163.776,4358.732802
2030,10169.251,4360.393802
2031,10174,4362.050802
2032,10178.966,4363.697302
2033,10183.448,4365.294802
2034,10188.486,4366.878802
2035,10194.072,4368.637302
2036,10199.9245,4370.538802
2037,10205.13,4372.084802
2038,10211.004,4373.752302
2039,10215.5155,4375.476802
2040,10220.1425,4376.931802
2041,10225.151,4378.577802
2042,10230.6945,4380.226302
2043,10234.692,4381.845302
2044,10240.341,4383.534802
2045,10245.645,4385.284302
2046,10251.0285,4386.934802
2047,10256.3515,4388.466802
2048,10260.36,4390.119302
2049,10265.668,4391.879802
2050,10271.2455,4393.546302
2051,10277.066,4395.440802
2052,10282.3535,4397.113302
2053,10287.656,4398.792802
2054,10292.3985,4400.428802
2055,10297.2525,4402.071802
2056,10302.503,4403.759802
2057,10307.065,4405.315802
2058,10312.6995,4406.992802
2059,10317.7555,4408.627802
2060,10322.2425,4410.291302
2061,10327.299,4411.937802
2062,10333.1255,4413.675302
2063,10337.758,4415.394802
2064,10342.2275,4417.094302
2065,10347.1515,4421.878802
2066,10352.1925,4423.413802
2067,10357.3605,4424.950302
2068,10361.5475,4426.612302
2069,10366.126,4428.159802
2070,10370.4285,4429.712802
2071,10375.756,4431.248802
2072,10380.666,4432.783302
2073,10386.3995,4444.745517
2074,10391.231,4446.392017
2075,10396.5765,4447.965517
2076,10401.983,4449.854517
2077,10407.4025,4451.620017
2078,10412.7635,4453.370017
2079,10417.343,4454.927517
2080,10422.3935,4456.783017
2081,10427.6755,4458.464017
2082,10432.248,4460.018517
2083,10436.7345,4461.690017
2084,10442.5685,4463.546517
2085,10447.9525,4465.216517
2086,10453.0015,4466.868017
2087,10457.523,4468.458017
2088,10462.0945,4470.153017
2089,10467.9685,4471.830517
2090,10472.492,4473.307517
2091,10477.7905,4474.846517
2092,10481.957,4476.390517
2093,10487.3785,4478.140017
2094,10492.1855,4479.674517
2095,10496.6815,4481.307517
2096,10501.983,4483.057517
2097,10506.972,4484.722517
2098,10510.975,4486.443017
2099,10516.044,4488.075017
2100,10520.89,4489.699017
2101,10525.8495,4491.351017
2102,10531.16,4493.090517
2103,10535.725,4494.648517
2104,10541.3135,4496.418517
2105,10546.679,4498.178517
2106,10551.4045,4499.751517
2107,10556.61,4501.494017
2108,10560.5805,4503.146017
2109,10565.9675,4504.820517
2110,10571.809,4506.717017
2111,10576.4145,4508.268517
2112,10581.2205,4509.912017
2113,10585.9445,4511.595017
2114,10590.3385,4513.134517
2115,10596.0725,4514.759017
2116,10601.1355,4516.401017
2117,10606.966,4518.278517
2118,10612.2845,4520.028517
2119,10617.346,4521.872017
2120,10622.8685,4523.516017
2121,10627.9055,4525.175517
2122,10633.2805,4526.824017
2123,10638.6205,4528.346017
2124,10643.2475,4529.900517
2125,10647.821,4531.456017
2126,10653.1265,4533.202517
2127,10657.6975,4534.765017
2128,10663.0165,4536.295017
2129,10668.3725,4537.872517
2130,10673.6975,4539.727017
2131,10678.2865,4541.282517
2132,10684.025,4542.955017
2133,10688.2175,4544.627517
2134,10693.2055,4546.308017
2135,10697.659,4547.971017
2136,10702.955,4549.729017
2137,10708.015,4551.383517
2138,10713.7935,4553.056517
2139,10718.672,4554.596517
2140,10723.7025,4556.445517
2141,10729.264,4558.109017
2142,10733.279,4559.723517
2143,10738.1655,4561.442017
2144,10743.4225,4563.100517
2145,10749.227,4565.048517
2146,10754.607,4566.801017
2147,10759.906,4568.562517
2148,10765.6215,4570.245017
2149,10770.939,4572.034517
2150,10776.3445,4573.661517
2151,10781.692,4575.237017
2152,10786.7565,4576.984017
2153,10791.2405,4578.655017
2154,10796.873,4580.521017
2155,10801.9235,4582.281517
2156,10807.0085,4584.038517
2157,10812.0795,4585.774017
2158,10816.671,4587.337017
2159,10820.868,4589.007017
2160,10825.1935,4590.564017
2161,10830.23,4592.101517
2162,10834.207,4593.768517
2163,10839.826,4595.552517
2164,10845.1745,4597.307517
2165,10850.713,4598.971017
2166,10855.46,4600.588017
2167,10860.4655,4602.243017
2168,10865.4745,4603.909017
2169,10869.4665,4605.542517
2170,10874.033,4607.113017
2171,10878.048,4608.737017
2172,10883.392,4610.392017
2173,10888.392,4612.056517
2174,10892.856,4613.720517
2175,10898.2005,4615.296517
2176,10902.984,4616.739017
2177,10908.28,4618.394517
2178,10913.1615,4620.052017
2179,10918.529,4621.722517
2180,10922.775,4623.287517
2181,10928.041,4625.035017
2182,10933.376,4626.552517
2183,10938.384,4628.223017
2184,10943.477,4629.749017
2185,10948.5835,4631.582517
2186,10953.6165,4633.336017
2187,10958.2775,4634.865017
2188,10963.8425,4636.518517
2189,10967.852,4638.216517
2190,10973.176,4639.651017
2191,10978.408,4641.329517
2192,10982.942,4642.953017
2193,10987.7675,4644.492517
2194,10993.614,4646.384017
2195,10998.317,4647.849017
2196,11003.635,4649.372517
2197,11008.226,4650.938017
2198,11013.787,4652.610017
2199,11018.279,4654.237017
2200,11024.0965,4655.908517
2201,11028.6905,4657.463017
2202,11033.265,4659.019017
2203,11038.8195,4660.683017
2204,11044.598,4662.384017
2205,11049.336,4664.124517
2206,11053.8085,4665.586517
2207,11058.391,4667.136517
2208,11063.1405,4668.665017
2209,11067.958,4670.302517
2210,11072.9225,4671.901517
2211,11077.511,4673.461017
2212,11082.814,4675.012517
2213,11088.081,4676.687517
2214,11092.1005,4678.459017
2215,11097.684,4680.115517
2216,11102.486,4681.836517
2217,11107.37,4683.359017
2218,11112.1025,4684.988017
2219,11117.186,4686.648517
2220,11121.186,4688.289517
2221,11125.7015,4690.013517
2222,11131.2685,4691.665517
2223,11136.5575,4693.200517
2224,11141.125,4694.766517
2225,11145.6595,4696.571517
2226,11151.4845,4698.228517
2227,11155.7025,4699.767517
2228,11160.2555,4701.337517
2229,11165.325,4702.984517
2230,11170.4145,4704.745517
2231,11175.668,4706.425517
2232,11179.647,4708.090017
2233,11184.479,4709.853017
2234,11189.31,4711.646517
2235,11194.681,4713.298017
2236,11200.302,4715.079517
2237,11205.3845,4716.830017
2238,11210.818,4718.623517
2239,11215.018,4720.301017
2240,11220.3135,4721.826517
2241,11225.623,4723.411017
2242,11230.6745,4725.176017
2243,11235.7955,4726.843517
2244,11241.35,4728.503517
2245,11246.413,4730.141017
2246,11252.0465,4731.798517
2247,11256.6045,4733.361517
2248,11261.6635,4735.015517
2249,11266.3885,4736.659017
2250,11271.513,4738.205517
2251,11277.2485,4739.900017
2252,11282.4045,4741.762517
2253,11288.158,4743.444517
2254,11292.871,4745.103517
2255,11297.765,4746.665017
2256,11303.321,4748.329017
2257,11307.3225,4750.030017
2258,11312.66,4751.723017
2259,11317.173,4753.380517
2260,11321.831,4754.971017
2261,11327.5675,4756.652017
2262,11333.4145,4758.335517
2263,11337.928,4760.160017
2264,11341.9225,4761.870517
2265,11347.7645,4763.769017
2266,11353.488,4765.444517
2267,11358.3615,4766.995517
2268,11363.7535,4768.763017
2269,11368.8065,4770.498017
2270,11373.848,4772.025017
2271,11379.6475,4773.700017
2272,11385.482,4775.589017
2273,11390.4435,4777.234017
2274,11396.0285,4779.012517
2275,11401.87,4780.691017
2276,11406.453,4782.245517
2277,11411.8655,4783.887017
2278,11416.5625,4785.417517
2279,11421.657,4787.174017
2280,11427.049,4788.946517
2281,11432.093,4790.785517
2282,11436.672,4792.353017
2283,11441.3015,4793.818517
2284,11445.8305,4795.645017
2285,11449.8515,4797.370017
2286,11455.483,4799.146517
2287,11459.623,4800.698017
2288,11465.091,4802.438017
2289,11470.1175,4803.982017
2290,11475.213,4808.800017
2291,11479.997,4810.334017
2292,11484.843,4811.880017
2293,11490.0975,4813.547517
2294,11495.4235,4815.394517
2295,11499.9235,4816.874517
2296,11505.7735,4818.605517
2297,11511.0395,4820.256517
2298,11516.635,4821.901517
2299,11520.615,4823.556017
2300,11525.587,4825.205017
2301,11529.8805,4826.755517
2302,11534.385,4828.392017
2303,11538.3995,4830.019517
2304,11544.158,4831.689517
2305,11549.134,4833.365517
2306,11554.0335,4835.037017
2307,11558.6155,4836.586017
2308,11564.3145,4838.293017
2309,11569.384,4839.962017
2310,11574.6525,4841.618517
2311,11580.5035,4843.299517
2312,11586.3595,4845.149017
2313,11591.665,4846.908017
2314,11597.269,4848.568017
2315,11601.873,4850.045017
2316,11607.2305,4851.618017
2317,11612.967,4853.309517
2318,11617.2735,4854.854017
2319,11623.0415,4856.529517
2320,11628.0985,4858.265517
2321,11633.934,4859.928017
2322,11638.9585,4861.590017
2323,11644.321,4863.152017
2324,11650.133,4865.012017
2325,11654.3335,4866.676017
2326,11660.1545,4868.528517
2327,11664.1345,4870.170017
2328,11669.9495,4871.840517
2329,11675.5185,4873.507017
2330,11680.599,4875.151017
2331,11685.446,4876.805017
2332,11690.514,4878.449517
2333,11695.3685,4880.041517
2334,11700.671,4881.791517
2335,11705.288,4883.359017
2336,11710.4295,4885.021017
2337,11715.503,4886.665517
2338,11720.2415,4888.241517
2339,11725.218,4889.922017
2340,11729.7345,4891.697017
2341,11735.2915,4893.339517
2342,11739.8355,4895.144017
2343,11744.4155,4896.702017
2344,11750.242,4898.375517
2345,11755.6085,4899.823017
2346,11759.825,4901.492517
2347,11764.8815,4903.148517
2348,11770.032,4904.909017
2349,11775.0725,4906.661017
2350,11780.8385,4918.612265
2351,11786.154,4920.374265
2352,11791.686,4922.041765
2353,11796.564,4923.572765
2354,11801.807,4925.258765
2355,11806.364,4926.717265
2356,11811.7025,4928.551765
2357,11817.011,4930.090265
2358,11821.246,4931.782265
2359,11827.025,4933.478265
2360,11831.5345,4935.103265
2361,11836.888,4936.748765
2362,11841.349,4938.456265
2363,11846.6585,4940.028265
2364,11851.962,4941.772765
2365,11856.5635,4943.328265
2366,11861.264,4944.802765
2367,11866.2605,4954.795684
2368,11872.0635,4956.479184
2369,11876.5705,4958.211184
2370,11881.624,4959.842684
2371,11887.457,4961.571684
2372,11892.0145,4963.403184
2373,11896.2205,4965.106684
2374,11901.962,4966.781684
2375,11906.536,4968.395184
2376,11910.503,4970.093684
2377,11916.1545,4971.761684
2378,11920.741,4973.328184
2379,11926.4815,4975.009184
2380,11931.7945,4976.763184
2381,11937.098,4978.297684
2382,11942.477,4979.829684
2383,11947.057,4981.512184
2384,11951.714,4983.050184
2385,11956.7705,4984.701184
2386,11961.368,4986.263684
2387,11965.604,4987.936184
2388,11970.8635,4989.697184
2389,11976.392,4991.357184
2390,11982.167,4992.966684
2391,11987.2105,4994.610184
2392,11992.574,4996.367684
2393,11997.6215,4998.012684
2394,12003.3695,4999.657684
2395,12008.3385,5001.327184
2396,12013.656,5003.087184
2397,12018.486,5004.737184
2398,12023.5145,5006.268184
2399,12027.717,5007.945684
2400,12032.67,5009.600684
2401,12038.17,5011.250184
2402,12042.501,5012.916184
2403,12047.492,5014.586184
2404,12052.0195,5016.213684
2405,12056.8585,5017.737184
2406,12062.495,5019.506684
2407,12067.472,5021.192184
2408,12072.7335,5022.865184
2409,12076.7345,5024.583684
2410,12082.1215,5026.272684
2411,12087.8565,5027.956684
2412,12091.8395,5029.577684
2413,12095.827,5031.231684
2414,12100.3075,5032.689184
2415,12104.9035,5034.313684
2416,12110.0745,5035.982684
2417,12115.624,5037.643684
2418,12121.1635,5039.300184
2419,12125.335,5040.852684
2420,12130.309,5042.516684
2421,12136.065,5044.197184
2422,12140.9525,5045.752684
2423,12146.784,5047.436684
2424,12152.316,5049.108184
2425,12157.6205,5053.978184
2426,12162.5455,5055.700184
2427,12168.424,5057.374184
2428,12173.497,5059.025684
2429,12178.544,5060.675184
2430,12184.3555,5062.358684
2431,12189.3915,5064.028684
2432,12194.4785,5065.659184
2433,12199.0985,5067.410684
2434,12203.8835,5069.217684
2435,12208.9315,5070.973684
2436,12214.354,5072.647184
2437,12219.175,5074.295184
2438,12224.266,5076.134184
2439,12228.7625,5077.848184
2440,12234.286,5079.507684
2441,12238.285,5081.152684
2442,12242.8945,5082.621684
2443,12247.9295,5087.464184
2444,12252.994,5089.302184
2445,12257.28,5090.845184
2446,12262.889,5092.518684
2447,12267.641,5094.166684
2448,12272.917,5095.832684
2449,12277.9325,5097.350684
2450,12282.9765,5099.096684
2451,12286.9575,5100.745184
2452,12292.341,5102.583184
2453,12297.0815,5104.043184
2454,12301.6075,5105.682184
2455,12306.1155,5107.337184
2456,12311.024,5108.858684
2457,12316.44,5110.516184
2458,12321.0565,5112.108184
2459,12326.4545,5113.755684
2460,12332.1955,5115.408184
2461,12338.035,5117.307684
2462,12343.207,5118.968684
2463,12347.781,5120.544184
2464,12352.278,5122.191184
2465,12356.6225,5123.740184
2466,12362.447,5125.465184
2467,12367.137,5127.253684
2468,12371.313,5128.790684
2469,12376.375,5130.435184
2470,12380.338,5132.092184
2471,12385.952,5133.966184
2472,12391.2785,5135.726684
2473,12396.5885,5137.254184
2474,12400.7655,5138.795184
2475,12406.6635,5140.422684
2476,12410.8915,5141.967184
2477,12416.2585,5143.548184
2478,12421.415,5145.428184
2479,12425.9065,5147.236684
2480,12430.756,5148.759184
2481,12435.905,5150.530684
2482,12440.3985,5152.186184
2483,12444.3725,5153.838684
2484,12448.5845,5155.519184
2485,12454.4305,5157.290184
2486,12460.2735,5158.949684
2487,12466.1055,5160.632684
2488,12470.985,5162.174684
2489,12475.7845,5163.695184
2490,12480.003,5165.360684
2491,12485.0505,5167.002684
2492,12490.2515,5168.669184
2493,12495.592,5170.238684
2494,12501.327,5171.928684
2495,12506.47,5173.467684
2496,12511.977,5175.343184
2497,12517.618,5177.191184
2498,12522.9275,5178.939684
2499,12528.233,5180.779184
2500,12533.214,5182.456684
2501,12538.018,5183.991684
2502,12542.525,5185.718184
2503,12547.623,5187.359684
2504,12552.627,5189.034684
2505,12556.672,5190.684684
2506,12561.986,5192.336684
2507,12567.368,5194.113684
2508,12572.6565,5195.849684
2509,12577.6875,5197.490184
2510,12582.7665,5199.263684
2511,12588.3815,5201.034684
2512,12594.2535,5202.715684
2513,12599.068,5204.241684
2514,12604.101,5205.775184
2515,12608.6785,5207.339184
2516,12612.883,5209.023184
2517,12618.697,5210.697684
2518,12623.7765,5212.335684
2519,12629.3485,5214.003684
2520,12635.161,5215.674684
2521,12640.966,5217.354684
2522,12646.79,5219.031184
2523,12651.38,5220.591184
2524,12656.288,5222.429684
2525,12660.7435,5224.083184
2526,12665.0915,5225.646684
2527,12669.0485,5227.287684
2528,12673.896,5228.816684
2529,12678.9225,5230.487184
2530,12683.7,5232.018184
2531,12688.2425,5233.642184
2532,12693.842,5235.405184
2533,12698.549,5236.877684
2534,12703.3375,5238.411184
2535,12707.9,5240.005184
2536,12712.4565,5241.796184
2537,12717.6115,5243.675684
2538,12722.3795,5245.206684
2539,12727.496,5246.744184
2540,12732.27,5248.313684
2541,12737.5645,5250.223684
2542,12742.8085,5251.910684
2543,12747.5465,5253.446684
2544,12752.809,5255.125184
2545,12757.544,5256.559684
2546,12762.136,5258.126184
2547,12767.946,5260.012684
2548,12773.328,5261.699184
2549,12778.7075,5263.465684
2550,12783.712,5265.162684
2551,12788.7085,5266.841184
2552,12793.2785,5268.407184
2553,12798.473,5270.143184
2554,12802.438,5271.797184
2555,12807.8145,5273.549184
2556,12812.3775,5275.091184
2557,12816.3655,5276.729684
2558,12821.248,5278.541184
2559,12826.452,5280.078684
2560,12831.5095,5281.740184
2561,12836.231,5283.285184
2562,12841.6505,5285.171184
2563,12846.742,5286.851184
2564,12851.612,5288.606184
2565,12856.658,5290.263684
2566,12862.207,5291.920184
2567,12867.6995,5293.593184
2568,12872.1835,5295.397684
2569,12877.2475,5297.043184
2570,12881.7055,5298.712184
2571,12886.626,5303.434684
2572,12891.527,5304.879184
2573,12897.1305,5306.658184
2574,12901.2915,5308.207684
2575,12905.25,5309.854184
2576,12909.821,5311.400184
2577,12914.5575,5313.057184
2578,12919.54,5314.750684
2579,12924.668,5316.422684
2580,12929.5795,5317.962184
2581,12933.7285,5319.511184
2582,12939.5605,5321.193184
2583,12944.5965,5322.841684
2584,12949.1425,5324.302184
2585,12954.9785,5325.974184
2586,12959.784,5327.517684
2587,12964.65,5329.068184
2588,12969.723,5330.711184
2589,12974.694,5332.400184
2590,12978.8205,5333.953184
2591,12983.675,5335.603684
2592,12987.6815,5337.236684
2593,12991.677,5339.027684
2594,12996.6645,5340.684684
2595,13001.152,5342.405184
2596,13005.724,5343.962684
2597,13011.467,5345.629184
2598,13016.203,5347.431184
2599,13021.5085,5349.106684
2600,13025.735,5350.781684
2601,13030.4585,5352.366684
2602,13036.054,5354.031184
2603,13040.3385,5355.583684
2604,13045.553,5357.161684
2605,13050.1225,5358.726684
2606,13054.325,5360.408684
2607,13058.322,5362.022184
2608,13064.1335,5363.704184
2609,13069.981,5365.322184
2610,13075.391,5367.058184
2611,13079.386,5368.773184
2612,13084.653,5370.429684
2613,13089.1585,5372.136184
2614,13094.4225,5373.796184
2615,13098.9425,5375.615684
2616,13103.4535,5377.438684
2617,13108.8185,5379.002184
2618,13112.8155,5380.693684
2619,13117.8535,5382.438184
2620,13123.111,5384.211184
2621,13127.6775,5385.783184
2622,13133.2945,5387.572184
2623,13137.526,5389.271184
2624,13142.791,5390.949184
2625,13147.5245,5392.585184
2626,13152.059,5401.619668
2627,13157.057,5403.293168
2628,13162.889,5404.952168
2629,13167.9435,5406.793168
2630,13173.2555,5408.548168
2631,13178.52,5410.208668
2632,13183.5595,5411.854168
2633,13188.1595,5413.405668
2634,13193.103,5414.977168
2635,13197.6325,5416.608668
2636,13201.876,5418.305168
2637,13207.1875,5419.839168
2638,13213.024,5421.519168
2639,13218.1725,5423.188168
2640,13223.512,5424.928668
2641,13228.8205,5426.470168
2642,13233.577,5428.130668
2643,13239.2325,5429.795168
2644,13245.0015,5431.478168
2645,13250.2985,5433.150668
2646,13255.662,5447.030514
2647,13260.962,5451.877514
2648,13265.8725,5453.659514
2649,13271.1715,5455.326514
2650,13276.416,5456.996014
2651,13280.8845,5458.662014
2652,13285.8015,5460.342014
2653,13290.814,5462.005514
2654,13295.8885,5463.653014
2655,13300.813,5465.188014
2656,13306.662,5466.867514
2657,13311.688,5468.510514
2658,13317.447,5470.162014
2659,13322.1665,5471.806514
2660,13326.895,5473.462514
2661,13332.251,5483.905897
2662,13337.0695,5485.548397
2663,13342.668,5487.208397
2664,13347.015,5488.877397
2665,13351.5345,5490.506897
2666,13355.8315,5492.078897
2667,13361.0135,5493.609897
2668,13364.9665,5495.270897
2669,13370.0285,5496.998897
2670,13374.608,5498.692897
2671,13379.7925,5500.376897
2672,13384.7815,5502.019397
2673,13390.088,5503.758397
2674,13395.932,5505.445897
2675,13400.9585,5507.115897
2676,13406.243,5508.865397
2677,13411.655,5510.598897
2678,13416.0935,5512.184897
2679,13421.255,5513.935397
2680,13426.7475,5515.591897
2681,13432.0845,5517.135897
2682,13437.664,5518.911897
2683,13443.136,5520.623397
2684,13447.7095,5522.184897
2685,13452.0775,5523.714397
2686,13457.4415,5525.277897
2687,13462.802,5527.128397
2688,13467.0335,5528.770397
2689,13472.7725,5530.451897
2690,13477.6475,5531.984397
2691,13482.3625,5533.416897
2692,13487.4025,5543.689261
2693,13493.0555,5545.440261
2694,13498.8415,5547.110261
2695,13504.083,5551.968761
2696,13508.5995,5553.684761
2697,13513.7845,5555.433261
2698,13519.618,5557.106761
2699,13525.2605,5558.777261
2700,13529.791,5560.607761
2701,13534.377,5562.182261
2702,13538.8335,5563.838761
2703,13543.8885,5565.486761
2704,13548.959,5567.135761
2705,13552.9645,5568.761261
2706,13557.8795,5570.300761
2707,13562.5575,5571.834761
2708,13568.3755,5573.497761
2709,13574.2275,5575.159261
2710,13579.344,5576.679761
2711,13584.411,5578.430761
2712,13589.327,5579.956261
2713,13594.0385,5581.648261
2714,13598.7975,5583.203761
2715,13603.826,5584.935261
2716,13609.3465,5586.607761
2717,13614.656,5588.404261
2718,13619.7235,5598.734472
2719,13625.3345,5600.514972
2720,13629.5455,5602.170972
2721,13634.929,5603.720472
2722,13640.5495,5605.487472
2723,13645.2655,5607.166472
2724,13650.063,5608.866472
2725,13655.317,5610.556972
2726,13660.322,5612.288472
2727,13665.0345,5614.050972
2728,13670.7945,5615.724472
2729,13675.3725,5617.295472
2730,13679.8325,5618.875972
2731,13684.685,5620.562472
2732,13689.9945,5622.424472
2733,13694.2615,5623.941472
2734,13698.419,5625.477972
2735,13703.4095,5627.144972
2736,13707.8405,5628.606472
2737,13712.2985,5630.264972
2738,13717.2515,5631.913972
2739,13722.5395,5633.590972
2740,13727.487,5635.352972
2741,13732.011,5636.999972
2742,13736.768,5638.525972
2743,13741.512,5640.175972
2744,13746.09,5641.737472
2745,13751.131,5643.251972
2746,13756.0535,5644.836972
2747,13761.097,5646.476472
2748,13766.403,5648.201972
2749,13771.5495,5649.942972
2750,13776.644,5651.464472
2751,13781.923,5653.150472
2752,13787.749,5654.818972
2753,13791.994,5656.384972
2754,13796.5445,5658.126472
2755,13801.366,5659.861972
2756,13807.2035,5661.596972
2757,13812.001,5663.161972
2758,13817.7315,5664.767472
2759,13822.5615,5666.413972
2760,13827.878,5668.165972
2761,13832.0765,5669.850472
2762,13836.9065,5671.387472
2763,13842.4355,5673.067472
2764,13847.0225,5674.613972
2765,13852.369,5676.456472
2766,13857.759,5678.207972
2767,13863.1095,5679.779472
2768,13868.1415,5681.534972
2769,13873.699,5683.190972
2770,13878.7445,5684.829972
2771,13883.4285,5686.360972
2772,13888.465,5688.029972
2773,13894.084,5689.821972
2774,13898.477,5691.371472
2775,13904.2245,5693.054472
2776,13908.96,5694.694472
2777,13914.706,5696.389472
2778,13919.542,5698.098472
2779,13924.9525,5699.769972
2780,13930.602,5701.454472
2781,13936.324,5703.141972
2782,13941.1445,5704.662472
2783,13945.714,5706.133472
2784,13950.928,5707.790472
2785,13956.697,5709.405472
2786,13961.2695,5710.963972
2787,13967.1285,5712.634472
2788,13971.3445,5714.189472
2789,13976.713,5715.764472
2790,13981.632,5717.294472
2791,13986.624,5718.976472
2792,13990.853,5720.682472
2793,13996.442,5722.462472
2794,14001.1965,5723.973972
2795,14006.5115,5725.417972
2796,14010.483,5727.064972
2797,14015.6315,5728.787472
2798,14020.036,5730.236972
2799,14024.8575,5731.879472
2800,14029.763,5733.397972
2801,14034.9645,5735.065972
2802,14039.582,5736.751472
2803,14044.7585,5738.411972
2804,14049.6655,5739.939972
2805,14055.5005,5741.598472
2806,14060.812,5743.347972
2807,14065.92,5745.200972
2808,14069.8735,5746.859972
2809,14074.6535,5748.410472
2810,14079.621,5750.067472
2811,14085.1575,5751.753472
2812,14090.493,5753.428472
2813,14096.3305,5755.328972
2814,14101.6335,5757.088472
2815,14106.717,5758.715972
2816,14111.5155,5760.248972
2817,14116.698,5761.929972
2818,14121.2085,5763.751472
2819,14125.211,5765.359972
2820,14130.5585,5767.017972
2821,14135.6045,5768.668472
2822,14141.472,5770.344972
2823,14146.75,5772.008972
2824,14151.3245,5773.565472
2825,14156.0415,5775.205472
2826,14161.6185,5777.046972
2827,14167.013,5778.709472
2828,14171.3655,5780.271472
2829,14175.8205,5781.941972
2830,14180.6385,5783.459972
2831,14185.8945,5785.150472
2832,14191.7685,5786.832972
2833,14196.5315,5788.358972
2834,14201.0545,5790.030472
2835,14206.888,5791.805472
2836,14210.8775,5793.437472
2837,14216.1795,5794.978972
2838,14221.154,5796.652972
2839,14226.967,5798.318472
2840,14232.1335,5799.843472
2841,14237.0295,5801.434472
2842,14241.5695,5803.172972
2843,14246.2045,5804.640972
2844,14251.0965,5806.409972
2845,14256.419,5808.246972
2846,14261.203,5809.783972
2847,14265.7735,5811.332472
2848,14270.3495,5813.088972
2849,14276.101,5814.769472
2850,14280.278,5816.320972
2851,14285.586,5817.873472
2852,14290.4245,5819.525972
2853,14295.3865,5821.324472
2854,14300.7155,5822.770972
2855,14305.8265,5824.523472
2856,14310.398,5826.095472
2857,14315.6435,5827.771472
2858,14320.7385,5829.524972
2859,14325.49,5831.187972
2860,14331.386,5832.857472
2861,14337.107,5834.525972
2862,14341.802,5836.202472
2863,14345.829,5837.911472
2864,14350.8775,5839.567972
2865,14356.2605,5841.251472
2866,14361.6185,5842.904972
2867,14366.6975,5844.540972
2868,14371.427,5846.175472
2869,14377.1935,5847.863972
2870,14381.503,5849.525472
2871,14386.0675,5851.080472
2872,14391.1505,5852.620972
2873,14396.52,5854.376972
2874,14402.367,5856.258472
2875,14407.6215,5857.925972
2876,14412.145,5859.748472
2877,14416.688,5861.474972
2878,14421.2405,5863.130472
2879,14425.7045,5864.778472
2880,14431.441,5866.448472
2881,14435.9585,5867.914972
2882,14440.416,5869.377472
2883,14446.3125,5871.046972
2884,14451.1515,5872.781972
2885,14456.0125,5877.540972
2886,14460.8525,5879.070972
2887,14466.2085,5880.631972
2888,14471.7595,5882.275472
2889,14475.9645,5883.971472
2890,14480.7785,5885.613972
2891,14485.6085,5887.363972
2892,14491.0805,5889.040972
2893,14495.5375,5890.694972
2894,14500.046,5892.510972
2895,14504.6355,5894.052972
2896,14509.472,5895.496472
2897,14513.452,5897.140472
2898,14518.8635,5898.801972
2899,14524.1845,5909.582312
2900,14528.909,5911.240812
2901,14533.1275,5912.903812
2902,14537.7055,5914.377312
2903,14541.6845,5916.025312
2904,14545.862,5917.589312
2905,14551.169,5919.115312
2906,14555.118,5920.757312
2907,14560.982,5922.640312
2908,14566.812,5924.495812
2909,14571.905,5926.011812
2910,14577.7585,5927.685812
2911,14582.293,5929.339312
2912,14587.013,5930.928812
2913,14592.0515,5932.679812
2914,14596.704,5934.198812
2915,14602.3,5935.874812
2916,14607.8945,5937.668312
2917,14612.422,5939.134812
2918,14617.4865,5940.781812
2919,14622.7795,5942.419812
2920,14627.858,5944.161812
2921,14633.48,5945.928812
2922,14638.7975,5947.449812
2923,14643.353,5949.005812
2924,14648.434,5950.662312
2925,14652.4445,5952.291812
2926,14656.9345,5953.942312
2927,14661.534,5955.498812
2928,14666.0475,5957.154312
2929,14671.8595,5958.832312
2930,14677.1255,5960.473812
2931,14682.8605,5962.094812
2932,14687.4565,5963.647312
2933,14692.7255,5965.288812
2934,14698.5385,5966.978812
2935,14703.599,5968.734812
2936,14709.1985,5970.507812
2937,14714.945,5972.174312
2938,14718.909,5973.815812
2939,14724.683,5975.493812
2940,14728.9125,5977.151312
2941,14733.637,5978.792312
2942,14739.036,5980.375312
2943,14744.0875,5982.024312
2944,14749.6785,5983.793312
2945,14754.1995,5985.596312
2946,14759.8255,5987.259312
2947,14764.8255,5988.923812
2948,14770.133,5990.450312
2949,14774.8985,5991.974812
2950,14779.8755,5993.742312
2951,14784.918,5995.272312
2952,14789.473,5999.962812
2953,14795.0365,6001.618312
2954,14800.426,6003.295312
2955,14805.172,6004.953312
2956,14810.4695,6006.712812
2957,14816.312,6008.601312
2958,14821.107,6010.189812
2959,14826.8615,6011.879312
2960,14832.0595,6013.414812
2961,14836.7775,6015.064312
2962,14841.5015,6016.718312
2963,14845.934,6018.177812
2964,14850.9015,6019.702812
2965,14856.2105,6021.443312
2966,14860.8775,6023.190312
2967,14865.763,6024.733812
2968,14869.746,6026.393312
2969,14875.137,6028.075312
2970,14880.903,6029.752812
2971,14886.16,6031.418312
2972,14891.7865,6033.184812
2973,14897.398,6034.858312
2974,14903.0285,6036.636312
2975,14908.345,6038.160312
2976,14914.175,6039.819312
2977,14920.033,6041.500312
2978,14925.4185,6043.263812
2979,14930.265,6044.797312
2980,14935.521,6046.481812
2981,14939.7965,6048.033812
2982,14944.7585,6049.696812
2983,14949.843,6051.544312
2984,14955.681,6053.414312
2985,14960.9325,6055.097812
2986,14965.546,6056.675312
2987,14970.787,6058.354812
2988,14976.537,6060.032812
2989,14981.601,6061.676312
