num,No-PS,eager
1062,5327.6775,2644.647053
1063,5333.4065,2646.342053
1064,5338.9965,2648.132553
1065,5343.6155,2649.652553
1066,5347.822,2651.328553
1067,5352.4455,2652.871553
1068,5357.494,2654.628553
1069,5362.535,2656.276553
1070,5367.114,2657.819553
1071,5372.472,2668.2204
1072,5377.5505,2669.8689
1073,5382.813,2671.5864
1074,5388.5595,2683.553584
1075,5392.5715,2685.180084
1076,5397.375,2686.944084
1077,5402.6915,2688.808584
1078,5407.7435,2690.644084
1079,5412.385,2692.183084
1080,5417.2105,2693.708084
1081,5421.816,2695.276584
1082,5426.7155,2696.796584
1083,5431.536,2698.421084
1084,5435.5015,2700.062084
1085,5441.0305,2701.722084
1086,5446.557,2703.365084
1087,5451.917,2704.901084
1088,5457.1125,2706.733084
1089,5463.0115,2708.416084
1090,5467.855,2710.058584
1091,5473.3875,2711.728084
1092,5479.21,2713.610584
1093,5484.957,2715.226584
1094,5489.5795,2716.747584
1095,5494.6055,2718.266084
1096,5500.1555,2719.922584
1097,5505.1565,2721.596584
1098,5510.4065,2723.339084
1099,5515.796,2724.991584
1100,5519.788,2726.706084
1101,5523.978,2728.368584
1102,5528.804,2730.111584
1103,5534.421,2731.988584
1104,5540.1725,2733.670084
1105,5545.275,2735.317084
1106,5551.142,2737.001584
1107,5556.406,2738.669084
1108,5562.0325,2740.436584
1109,5567.6105,2742.108584
1110,5572.278,2743.633584
1111,5576.857,2745.193084
1112,5582.617,2746.862584
1113,5587.663,2748.711584
1114,5593.396,2750.336084
1115,5598.6065,2752.016084
1116,5603.7815,2753.838584
1117,5608.8085,2755.518084
1118,5613.147,2757.028584
1119,5618.068,2761.764084
1120,5623.611,2763.409584
1121,5628.6705,2764.928084
1122,5633.231,2766.593084
1123,5637.2395,2768.292584
1124,5643.063,2769.981084
1125,5647.9665,2771.515084
1126,5652.803,2773.044084
1127,5656.7675,2774.696584
1128,5662.1445,2776.456584
1129,5667.2795,2777.989084
1130,5673.036,2779.658584
1131,5677.5575,2781.301084
1132,5682.396,2782.831084
1133,5687.315,2784.360584
1134,5691.9085,2785.918084
1135,5696.729,2787.581084
1136,5702.466,2789.210584
1137,5707.522,2790.954084
1138,5712.92,2792.629584
1139,5718.532,2794.488584
1140,5723.3985,2796.025584
1141,5728.473,2797.775584
1142,5734.3355,2799.459084
1143,5739.959,2801.244084
1144,5745.137,2802.780584
1145,5750.9055,2804.473584
1146,5756.2275,2806.018084
1147,5761.2195,2807.680084
1148,5765.976,2809.378584
1149,5770.3535,2810.941084
1150,5774.9755,2812.458584
1151,5780.2535,2814.121584
1152,5784.7125,2815.782084
1153,5789.884,2817.310584
1154,5794.398,2818.839584
1155,5799.544,2820.387584
1156,5804.3015,2822.180084
1157,5809.3515,2823.915084
1158,5814.659,2825.765584
1159,5819.24,2827.381084
1160,5824.2635,2828.910584
1161,5829.2705,2830.583584
1162,5833.885,2832.035584
1163,5838.978,2833.562584
1164,5844.247,2835.309084
1165,5849.879,2836.977084
1166,5854.518,2838.556084
1167,5860.2465,2840.253084
1168,5865.16,2841.781084
1169,5869.8655,2843.243084
1170,5874.041,2844.796084
1171,5879.876,2846.469084
1172,5885.6935,2848.369584
1173,5890.972,2850.030584
1174,5895.789,2851.562584
1175,5900.0165,2853.252084
1176,5904.9795,2854.895084
1177,5910.3705,2856.752084
1178,5914.5865,2858.457584
1179,5919.891,2860.300084
1180,5924.3825,2861.889084
1181,5928.3505,2863.674584
1182,5933.497,2865.535584
1183,5938.0745,2867.085584
1184,5942.645,2868.639084
1185,5948.404,2870.319584
1186,5954.232,2872.064584
1187,5958.19,2873.721084
1188,5963.4635,2875.388584
1189,5968.509,2877.053084
1190,5973.9245,2878.892084
1191,5978.4155,2880.510584
1192,5983.4165,2882.181584
1193,5988.734,2883.724584
1194,5993.034,2885.264584
1195,5997.753,2886.793084
1196,6002.6245,2888.385084
1197,6007.088,2890.046084
1198,6011.111,2891.694084
1199,6016.4225,2893.540084
1200,6021.2555,2895.131084
1201,6026.5635,2896.666084
1202,6031.536,2898.351084
1203,6036.82,2900.022584
1204,6041.6025,2901.621084
1205,6047.0055,2903.269584
1206,6051.3855,2904.860084
1207,6055.9545,2906.369584
1208,6060.5475,2907.928584
1209,6065.4775,2909.525084
1210,6071.314,2911.197584
1211,6076.2105,2912.737584
1212,6081.0725,2914.532084
1213,6085.3885,2916.082584
1214,6090.754,2917.726584
1215,6095.9195,2919.380084
1216,6100.567,2920.851084
1217,6104.876,2922.401584
1218,6109.9325,2924.065584
1219,6115.749,2925.961584
1220,6121.533,2927.621584
1221,6126.915,2929.258084
1222,6131.498,2930.789584
1223,6136.0125,2932.529584
1224,6141.7775,2934.229584
1225,6147.1925,2936.016584
1226,6153.093,2937.677084
1227,6158.938,2939.361584
1228,6164.2775,2940.913084
1229,6168.7935,2942.640584
1230,6173.3905,2944.203584
1231,6178.4655,2945.855084
1232,6183.366,2947.500584
1233,6187.3805,2949.228584
1234,6192.1095,2950.669584
1235,6196.6055,2952.314584
1236,6201.07,2953.966084
1237,6205.0375,2955.595584
1238,6210.685,2957.476584
1239,6214.6615,2959.136584
1240,6220.033,2960.877584
1241,6224.603,2962.439584
1242,6229.6935,2964.184084
1243,6234.7185,2965.841584
1244,6240.1205,2967.505584
1245,6245.694,2969.312584
1246,6250.8725,2970.978084
1247,6256.723,2972.839084
1248,6261.446,2974.357584
1249,6266.701,2976.049084
1250,6271.7835,2977.592084
1251,6277.664,2979.280584
1252,6282.9895,2984.129084
1253,6287.544,2985.786584
1254,6292.2995,2987.327584
1255,6298.1055,2989.002584
1256,6303.1425,2990.642084
1257,6308.957,2992.312084
1258,6313.5235,2993.971584
1259,6318.255,2995.605584
1260,6323.577,2997.138084
1261,6328.603,2998.781584
1262,6334.005,3000.653584
1263,6338.8415,3002.291084
1264,6343.8165,3003.951584
1265,6348.413,3005.498584
1266,6354.165,3007.120084
1267,6359.084,3008.632584
1268,6364.144,3010.146584
1269,6369.4855,3011.736084
1270,6374.79,3013.255084
1271,6379.387,3014.795584
1272,6383.6715,3016.368084
1273,6388.663,3018.039084
1274,6392.876,3019.593084
1275,6397.461,3024.284084
1276,6401.9895,3026.016084
1277,6407.7665,3027.662584
1278,6412.7175,3029.207584
1279,6417.249,3031.036584
1280,6423.085,3032.699084
1281,6428.845,3034.350584
1282,6433.573,3036.009584
1283,6438.201,3037.567584
1284,6443.795,3039.365584
1285,6448.8625,3041.013584
1286,6453.0265,3042.565584
1287,6458.8545,3044.468084
1288,6464.271,3046.121584
1289,6468.7845,3047.735584
1290,6473.5985,3049.499084
1291,6478.6665,3051.066084
1292,6483.2285,3052.634084
1293,6489.0685,3054.300584
1294,6493.6555,3055.849084
1295,6499.1975,3057.514084
1296,6504.194,3059.217584
1297,6508.778,3060.760084
1298,6513.774,3062.439584
1299,6518.762,3064.106084
1300,6523.3445,3065.664584
1301,6528.213,3067.205084
1302,6533.122,3068.989584
1303,6538.761,3070.693084
1304,6543.0905,3072.252584
1305,6548.075,3073.784584
1306,6553.4675,3075.357084
1307,6558.8445,3077.023084
1308,6564.584,3078.714584
1309,6569.9705,3080.611584
1310,6574.9685,3082.273084
1311,6579.843,3083.789084
1312,6585.374,3085.468584
1313,6589.344,3087.118584
1314,6593.3285,3088.756084
1315,6597.498,3090.393084
1316,6602.7105,3092.258084
1317,6608.2715,3093.917584
1318,6613.5895,3095.664584
1319,6619.4395,3097.352584
1320,6625.2495,3099.038084
1321,6630.993,3100.729084
1322,6636.8305,3102.411084
1323,6642.603,3104.045584
1324,6647.1785,3105.609084
1325,6652.3385,3107.272584
1326,6657.66,3108.848584
1327,6662.9835,3110.687084
1328,6668.6735,3112.351584
1329,6673.1675,3113.878584
1330,6678.7255,3115.548084
1331,6684.0665,3117.383084
1332,6689.598,3119.307584
1333,6694.681,3120.819084
1334,6699.277,3122.332084
1335,6703.8655,3123.900584
1336,6708.3885,3125.536084
1337,6712.9725,3127.098084
1338,6717.5555,3128.713084
1339,6723.3775,3130.400584
1340,6729.2215,3132.125584
1341,6735.052,3133.802584
1342,6740.669,3135.472084
1343,6744.6445,3137.109084
1344,6748.9865,3138.663584
1345,6753.982,3140.437084
1346,6758.2235,3142.158584
1347,6763.5375,3143.683584
1348,6768.1215,3145.250584
1349,6773.178,3147.002084
1350,6777.8995,3148.692084
1351,6782.941,3150.204584
1352,6787.5765,3151.667584
1353,6792.9425,3153.242084
1354,6798.667,3154.911084
1355,6803.231,3156.628584
1356,6809.1045,3158.285584
1357,6813.1025,3159.913084
1358,6817.0995,3161.550084
1359,6822.8525,3163.242584
1360,6826.885,3164.958084
1361,6831.4625,3166.532584
1362,6836.0815,3168.333084
1363,6841.074,3170.001084
1364,6845.041,3177.876654
1365,6850.1085,3179.624154
1366,6855.195,3181.156654
1367,6859.229,3182.785154
1368,6864.071,3184.524654
1369,6869.1245,3186.171154
1370,6874.9435,3187.846654
1371,6880.6975,3189.546154
1372,6884.9095,3191.222654
1373,6890.1905,3192.896654
1374,6895.5115,3194.435654
1375,6901.076,3196.226154
1376,6905.558,3197.889654
1377,6911.301,3199.583154
1378,6915.8655,3201.152654
1379,6921.7295,3202.840154
1380,6926.2315,3204.316654
1381,6931.296,3206.067654
1382,6936.6125,3207.600154
1383,6940.804,3209.160154
1384,6946.3955,3210.818654
1385,6952.2195,3212.504654
1386,6956.3795,3214.068154
1387,6960.845,3215.748154
1388,6965.4735,3217.216154
1389,6971.0145,3218.865154
1390,6976.5595,3220.537154
1391,6981.2745,3222.173654
1392,6987.0975,3223.850654
1393,6992.195,3225.493654
1394,6997.58,3227.156654
1395,7003.392,3228.815654
1396,7007.911,3230.457154
1397,7013.457,3232.122154
1398,7019.292,3244.100575
1399,7023.808,3245.742075
1400,7028.3395,3247.475575
1401,7032.936,3249.088075
1402,7036.903,3250.705575
1403,7041.9405,3252.236075
1404,7047.0135,3253.879075
1405,7051.589,3255.439575
1406,7057.425,3257.124075
1407,7063.1765,3258.799075
1408,7067.9335,3260.456575
1409,7073.344,3262.142575
1410,7078.629,3263.817575
1411,7083.5765,3265.350075
1412,7089.1625,3267.013075
1413,7093.3905,3268.571575
1414,7097.922,3270.228075
1415,7103.188,3271.908075
1416,7108.475,3273.565075
1417,7113.057,3275.128575
1418,7117.874,3276.640575
1419,7122.461,3278.183575
1420,7126.6235,3279.745075
1421,7132.384,3281.432575
1422,7138.258,3283.101075
1423,7142.8165,3284.661575
1424,7147.382,3286.238575
1425,7151.6105,3294.434784
1426,7156.196,3295.888784
1427,7160.783,3297.445284
1428,7165.0025,3298.983784
1429,7169.2155,3300.655284
1430,7173.3875,3302.215284
1431,7178.731,3303.737784
1432,7184.051,3305.405784
1433,7188.7985,3307.101784
1434,7193.969,3308.777284
1435,7198.5385,3310.335284
1436,7203.591,3312.080284
1437,7208.065,3313.612284
1438,7213.3835,3315.152284
1439,7219.228,3316.825784
1440,7223.828,3318.418284
1441,7229.2125,3320.074784
1442,7234.251,3321.709284
1443,7238.228,3323.353784
1444,7242.747,3325.085284
1445,7246.7715,3326.870284
1446,7252.0955,3328.510784
1447,7256.7005,3330.078284
1448,7261.734,3331.706284
1449,7266.2315,3333.362784
1450,7271.5365,3335.102784
1451,7276.3535,3336.730784
1452,7281.7555,3338.303284
1453,7286.439,3339.837284
1454,7291.0085,3341.379284
1455,7296.428,3343.243284
1456,7300.976,3344.981284
1457,7305.18,3346.637784
1458,7310.757,3348.297784
1459,7316.039,3350.072284
1460,7320.6305,3351.635784
1461,7325.21,3353.184284
1462,7330.103,3354.728284
1463,7334.6705,3356.295284
1464,7340.483,3358.146784
1465,7346.3495,3359.795284
1466,7351.437,3361.439284
1467,7356.194,3362.974784
1468,7360.4145,3364.616284
1469,7365.907,3366.479784
1470,7371.2065,3371.338784
1471,7376.6955,3373.004784
1472,7382.323,3374.750284
1473,7387.414,3376.390284
1474,7392.013,3377.950284
1475,7396.9105,3379.649284
1476,7402.6285,3381.326284
1477,7407.724,3382.857784
1478,7412.2345,3384.594784
1479,7416.4665,3386.247784
1480,7422.275,3388.165784
1481,7427.013,3389.804284
1482,7432.1,3391.464784
1483,7436.813,3393.150284
1484,7442.201,3394.809284
1485,7446.923,3396.285784
1486,7451.9995,3398.024784
1487,7457.4115,3399.605784
1488,7463.147,3401.282284
1489,7467.7645,3402.723284
1490,7472.69,3404.319784
1491,7476.92,3405.993284
1492,7482.277,3407.521284
1493,7487.4305,3409.049284
1494,7492.2495,3410.562284
1495,7496.822,3412.236284
1496,7502.455,3413.994284
1497,7508.0705,3415.656784
1498,7513.319,3417.347284
1499,7517.74,3419.133784
1500,7523.0375,3420.670284
1501,7528.869,3422.546284
1502,7534.2635,3424.397284
1503,7539.8625,3426.170784
1504,7544.38,3427.802284
1505,7549.5375,3429.513784
1506,7553.781,3431.168784
1507,7559.432,3432.946284
1508,7564.1515,3434.467284
1509,7568.636,3436.204784
1510,7573.9965,3437.781284
1511,7578.3215,3446.147533
1512,7583.046,3447.667033
1513,7588.358,3449.431533
1514,7592.571,3451.099533
1515,7597.0925,3459.992716
1516,7601.599,3461.648216
1517,7606.0765,3463.289716
1518,7611.8025,3464.907716
1519,7617.635,3466.792716
1520,7623.4875,3468.667716
1521,7627.96,3470.380716
1522,7632.863,3471.964716
1523,7637.8735,3473.638716
1524,7643.7115,3485.59591
1525,7649.332,3487.43391
1526,7654.4785,3488.95641
1527,7658.6835,3490.62191
1528,7663.6645,3492.28991
1529,7669.3945,3493.97191
1530,7674.5135,3495.65541
1531,7679.033,3497.46041
1532,7684.2865,3499.23591
1533,7688.8635,3500.76291
1534,7694.688,3502.44791
1535,7698.7225,3504.22991
1536,7703.2855,3505.78591
1537,7708.8565,3507.45441
1538,7713.963,3508.98391
1539,7719.019,3510.83341
1540,7723.542,3512.64841
1541,7728.6895,3514.39441
1542,7733.688,3516.05691
1543,7738.442,3517.64391
1544,7743.4245,3519.18141
1545,7749.032,3520.84341
1546,7754.606,3522.63591
1547,7759.163,3524.11041
1548,7764.5505,3525.68891
1549,7769.1205,3527.25891
1550,7773.6145,3528.99541
1551,7778.67,3530.74141
1552,7783.253,3532.41791
1553,7787.213,3534.05141
1554,7792.26,3535.60141
1555,7797.3295,3537.44841
1556,7801.8455,3539.06341
1557,7806.884,3540.72691
1558,7812.1965,3542.26791
1559,7816.8275,3543.72641
1560,7822.141,3545.25441
1561,7827.244,3546.92741
1562,7832.5565,3548.76791
1563,7837.062,3550.49591
1564,7842.476,3552.24991
1565,7846.656,3553.93591
1566,7850.873,3555.63491
1567,7854.8465,3557.27391
1568,7860.4425,3559.04641
1569,7865.885,3560.72141
1570,7870.9345,3562.26041
1571,7876.7855,3563.95391
1572,7882.1065,3565.53791
1573,7886.5805,3567.24941
1574,7890.8055,3568.90891
1575,7895.0495,3570.45641
1576,7900.871,3572.12041
1577,7906.4035,3573.78741
1578,7911.7665,3575.57091
1579,7915.777,3577.27091
1580,7920.303,3579.07041
1581,7924.8385,3580.72241
1582,7930.6685,3582.40591
1583,7935.392,3584.04541
1584,7939.548,3585.58841
1585,7944.4395,3587.12191
1586,7948.929,3588.81991
1587,7953.1515,3590.48241
1588,7957.8895,3592.12391
1589,7961.8655,3593.77191
1590,7966.9505,3595.42991
1591,7971.467,3597.14341
1592,7976.8275,3598.72241
1593,7981.3045,3600.39641
1594,7986.558,3602.06291
1595,7991.546,3603.74341
1596,7996.5765,3605.38891
1597,8001.6605,3606.97441
1598,8006.9935,3608.52541
1599,8012.16,3610.20991
1600,8016.664,3611.83091
1601,8021.23,3613.38141
1602,8026.5955,3615.06291
1603,8030.8265,3616.71941
1604,8036.63,3618.38541
1605,8042.3575,3620.07391
1606,8047.6565,3621.91941
1607,8053.0345,3623.59791
1608,8058.2955,3625.26641
1609,8063.2535,3626.92041
1610,8068.3365,3628.51741
1611,8073.856,3630.18791
1612,8078.8885,3631.84291
1613,8083.4175,3633.55341
1614,8088.7235,3635.08441
1615,8093.6875,3636.76641
1616,8098.682,3638.43691
1617,8102.941,3639.97641
1618,8107.4565,3641.59191
1619,8112.077,3643.37691
1620,8117.387,3644.93291
1621,8122.698,3646.46341
1622,8127.329,3648.19841
1623,8132.435,3649.72041
1624,8137.501,3651.24841
1625,8141.6705,3652.80091
1626,8147.4375,3654.45941
1627,8152.7495,3656.20941
1628,8158.5195,3657.87591
1629,8163.329,3659.40041
1630,8168.313,3661.07491
1631,8173.582,3662.74391
1632,8179.4535,3664.43841
1633,8184.7305,3666.21691
1634,8189.816,3667.88091
1635,8194.3885,3669.44341
1636,8199.172,3670.97441
1637,8204.097,3672.39891
1638,8208.583,3674.05841
1639,8214.1285,3675.75241
1640,8218.912,3677.29741
1641,8223.7265,3678.96041
1642,8229.0865,3680.54791
1643,8233.381,3682.10391
1644,8238.3685,3683.75641
1645,8244.237,3685.42591
1646,8248.2295,3687.14291
1647,8253.982,3688.82941
1648,8258.5435,3690.56691
1649,8263.587,3692.22791
1650,8268.9645,3693.98841
1651,8273.5585,3695.53841
1652,8278.6195,3697.28691
1653,8283.459,3698.82491
1654,8288.4975,3700.45791
1655,8293.378,3702.18291
1656,8298.664,3703.85991
1657,8304.0475,3705.53491
1658,8308.283,3707.09241
1659,8313.662,3708.76691
1660,8318.5285,3710.49041
1661,8323.918,3721.098252
1662,8328.495,3722.656252
1663,8333.4715,3724.323252
1664,8338.0395,3725.884252
1665,8343.118,3727.422752
1666,8348.024,3729.084752
1667,8353.605,3730.856252
1668,8358.9905,3732.620752
1669,8363.628,3734.146752
1670,8368.894,3735.779752
1671,8373.5135,3737.397752
1672,8378.817,3739.140252
1673,8383.5875,3740.823752
1674,8389.101,3742.472752
1675,8393.1015,3744.185252
1676,8398.1235,3745.717752
1677,8402.694,3747.291752
1678,8408.3105,3749.060252
1679,8413.2535,3750.696752
1680,8418.079,3752.234752
1681,8422.658,3754.022252
1682,8427.7545,3755.669252
1683,8433.596,3757.571752
1684,8439.4785,3759.241752
1685,8444.0055,3760.867752
1686,8449.2665,3762.539252
1687,8455.0725,3764.208252
1688,8459.905,3765.738252
1689,8464.3665,3767.386752
1690,8469.7475,3769.049752
1691,8475.6085,3770.708252
1692,8480.1955,3772.400252
1693,8485.218,3773.928252
1694,8490.9925,3775.600252
1695,8495.505,3777.425252
1696,8500.545,3779.203252
1697,8505.3815,3780.939252
1698,8509.8915,3782.674752
1699,8514.9735,3784.423252
1700,8519.712,3786.074752
1701,8524.281,3787.641752
1702,8529.274,3789.307752
1703,8534.2975,3790.994752
1704,8539.6225,3792.850252
1705,8544.2075,3801.84313
1706,8549.527,3803.37213
1707,8555.163,3805.13613
1708,8559.99,3806.87613
1709,8565.0395,3808.40513
1710,8570.17,3809.92513
1711,8574.7455,3811.48663
1712,8579.318,3813.09963
1713,8584.937,3814.97013
1714,8589.1035,3816.52163
1715,8594.153,3818.15863
1716,8598.12,3819.81263
1717,8602.109,3821.45563
1718,8607.989,3823.39413
1719,8613.728,3825.04963
1720,8619.2615,3826.70663
1721,8624.5535,3828.38313
1722,8630.145,3830.05413
1723,8635.476,3831.81563
1724,8640.862,3833.55613
1725,8646.4645,3835.34313
1726,8651.545,3836.98463
1727,8656.055,3838.61063
1728,8660.6115,3840.36763
1729,8665.913,3841.88713
1730,8670.9855,3843.62113
1731,8676.3255,3845.37513
1732,8681.5045,3846.92963
1733,8686.0895,3848.49513
1734,8690.567,3850.14213
1735,8696.419,3851.83063
1736,8700.9305,3853.29163
1737,8705.7045,3855.00663
1738,8710.2235,3856.63263
1739,8715.5405,3861.47763
1740,8720.1385,3863.12213
1741,8725.741,3864.89663
1742,8731.5005,3866.56263
1743,8736.767,3868.28813
1744,8740.9105,3869.84513
1745,8746.0025,3871.50063
1746,8750.4885,3873.15263
1747,8755.076,3874.71163
1748,8760.065,3876.35463
1749,8764.6295,3877.92463
1750,8769.353,3879.68563
1751,8774.743,3881.34463
1752,8779.2715,3882.99263
1753,8784.545,3884.68163
1754,8790.016,3886.41913
1755,8795.7675,3888.03413
1756,8800.491,3889.57663
1757,8804.466,3891.28463
1758,8810.089,3892.97313
1759,8814.2455,3894.52363
1760,8819.553,3896.27063
1761,8824.394,3897.80213
1762,8828.962,3899.37013
1763,8834.844,3901.04663
1764,8838.821,3902.82113
1765,8843.9975,3904.34813
1766,8848.4815,3905.98763
1767,8852.9595,3907.46063
1768,8857.9675,3909.19113
1769,8862.725,3910.81713
1770,8867.4685,3912.35363
1771,8872.856,3914.02113
1772,8877.359,3915.66013
1773,8881.7905,3917.22263
1774,8887.154,3918.79763
1775,8892.159,3920.32013
1776,8898.07,3921.98563
1777,8903.4325,3923.72113
1778,8908.497,3925.36313
1779,8913.806,3926.88813
1780,8918.39,3928.46113
1781,8924.139,3930.13463
1782,8928.7285,3931.69563
1783,8934.455,3933.38763
1784,8939.6745,3935.05613
1785,8944.652,3936.73413
1786,8949.1655,3938.35813
1787,8954.8,3940.02613
1788,8960.616,3941.77163
1789,8965.423,3943.29963
1790,8969.9985,3944.98563
1791,8975.289,3946.65063
1792,8979.815,3948.29313
1793,8984.275,3949.82563
1794,8989.665,3951.58263
1795,8995.504,3953.25763
1796,9000.0595,3954.82063
1797,9004.7695,3956.35013
1798,9009.4185,3957.82413
1799,9013.6465,3959.48913
1800,9018.227,3961.16163
1801,9024.1055,3962.83263
1802,9028.2985,3964.49313
1803,9033.576,3966.13613
1804,9037.561,3967.84663
1805,9042.135,3969.40963
1806,9047.8775,3971.01413
1807,9053.6005,3972.71163
1808,9057.558,3974.35513
1809,9062.388,3976.00963
1810,9067.371,3977.66163
1811,9072.07,3979.31113
1812,9077.43,3980.89763
1813,9081.909,3982.59113
1814,9087.002,3984.12513
1815,9091.5755,3985.69163
1816,9096.6085,3987.21613
1817,9101.6925,3988.86513
1818,9107.5185,3990.53863
1819,9112.622,3992.28363
1820,9117.6595,3994.03963
1821,9122.1655,3995.76763
1822,9127.1615,3997.42313
1823,9131.634,3999.01763
1824,9136.637,4000.69963
1825,9141.2105,4002.38863
1826,9145.707,4004.12413
1827,9151.0575,4005.67263
1828,9156.8615,4007.44813
1829,9162.4695,4009.24913
1830,9167.021,4010.92063
1831,9172.056,4012.58563
1832,9177.0585,4014.26513
1833,9182.8045,4015.92763
1834,9188.6765,4017.61813
1835,9193.4425,4019.25963
1836,9199.0385,4020.91863
1837,9204.3375,4022.44863
1838,9209.638,4024.22763
1839,9215.5255,4025.90213
1840,9221.3625,4027.57813
1841,9226.5305,4029.24513
1842,9230.5195,4030.90413
1843,9235.1055,4032.44763
1844,9240.4705,4034.02763
1845,9245.7695,4035.68863
1846,9251.0975,4037.21963
1847,9256.2305,4038.76263
1848,9260.4855,4040.64863
1849,9265.6765,4042.31813
1850,9270.7205,4044.16663
1851,9275.988,4045.81013
1852,9280.722,4047.45263
1853,9286.342,4049.23213
1854,9292.181,4051.15213
1855,9297.333,4056.00063
1856,9301.9205,4057.56113
1857,9306.1395,4059.24563
1858,9311.677,4060.91413
1859,9317.5075,4062.59863
1860,9322.318,4064.17513
1861,9327.1685,4065.71163
1862,9332.2475,4067.34763
1863,9337.12,4069.13463
1864,9342.4105,4070.77613
1865,9346.884,4072.43563
1866,9351.955,4074.09613
1867,9357.785,4075.76713
1868,9362.6505,4077.30513
1869,9367.6735,4078.81913
1870,9372.6745,4080.48563
1871,9377.2725,4082.14363
1872,9381.725,4083.65763
1873,9386.296,4085.22413
1874,9390.9015,4086.77713
1875,9395.452,4088.59263
1876,9400.7455,4090.13063
1877,9404.698,4091.78463
1878,9409.9725,4093.55313
1879,9414.551,4095.25013
1880,9418.5635,4097.02763
1881,9423.6065,4098.67413
1882,9428.167,4100.14413
1883,9433.7995,4102.02213
1884,9439.655,4103.70013
1885,9444.8315,4105.42713
1886,9449.3575,4107.13413
1887,9453.3415,4108.83863
1888,9457.9155,4110.40213
1889,9463.739,4112.07313
1890,9468.286,4113.62813
1891,9474.109,4115.29863
1892,9479.433,4116.82263
1893,9484.2025,4118.47513
1894,9488.7105,4120.28413
1895,9493.569,4122.01963
1896,9497.98,4123.76863
1897,9503.8085,4125.45013
1898,9509.6375,4127.13463
1899,9514.9385,4128.80463
1900,9520.247,4130.34713
1901,9525.6075,4131.91813
1902,9530.134,4133.43863
1903,9534.422,4135.10513
1904,9539.4995,4136.76663
1905,9544.798,4138.29163
1906,9550.3635,4139.93463
1907,9556.228,4141.66613
1908,9561.502,4143.34613
1909,9567.3615,4145.02413
1910,9571.5155,4146.56513
1911,9576.867,4148.15413
1912,9581.326,4149.80513
1913,9586.9385,4151.58663
1914,9591.5445,4153.15913
1915,9595.525,4154.80813
1916,9600.7615,4156.49313
1917,9605.715,4158.13463
1918,9611.017,4159.87413
1919,9615.7185,4161.38913
1920,9620.9975,4163.16713
1921,9626.372,4164.73213
1922,9631.696,4166.49163
1923,9635.843,4168.12163
1924,9639.8685,4169.83363
1925,9644.591,4174.54513
1926,9649.0555,4176.19063
1927,9654.126,4177.84413
1928,9659.015,4179.57013
1929,9663.309,4181.22313
1930,9667.545,4182.87563
1931,9673.133,4184.66313
1932,9677.723,4186.22063
1933,9683.0385,4187.75263
1934,9687.055,4189.46113
1935,9691.56,4191.08513
1936,9696.9365,4192.86463
1937,9702.8305,4194.55413
1938,9708.3765,4196.21913
1939,9714.215,4198.11013
1940,9719.4795,4199.74513
1941,9725.2065,4201.41113
1942,9730.5075,4202.94113
1943,9735.037,4204.65713
1944,9739.1005,4206.30613
1945,9743.85,4207.94363
1946,9748.9105,4209.45563
1947,9753.2945,4211.00913
1948,9757.792,4212.65413
1949,9762.957,4214.18263
1950,9767.8335,4215.71963
1951,9772.113,4217.36713
1952,9776.68,4218.93763
1953,9781.725,4220.57913
1954,9786.1785,4222.27363
1955,9791.4415,4223.95913
1956,9796.7895,4225.60213
1957,9801.853,4227.35063
1958,9807.148,4229.20663
1959,9811.103,4230.86063
1960,9815.655,4232.49163
1961,9819.617,4234.14063
1962,9824.99,4235.92863
1963,9829.5285,4237.56013
1964,9835.2785,4239.21713
1965,9840.477,4240.94813
1966,9844.515,4242.58013
1967,9850.3315,4244.25813
1968,9855.489,4245.94113
1969,9860.62,4250.77063
1970,9865.758,4252.43763
1971,9870.3425,4254.00713
1972,9875.389,4255.74463
1973,9880.205,4257.26363
1974,9884.7745,4258.95963
1975,9889.7735,4260.63763
1976,9893.764,4262.36813
1977,9899.064,4264.24063
1978,9904.1065,4265.76063
1979,9909.0755,4267.43613
1980,9914.914,4269.20713
1981,9919.0735,4270.74363
1982,9923.2695,4272.40913
1983,9927.9715,4273.92713
1984,9933.5345,4275.58763
1985,9938.136,4277.17863
1986,9943.3145,4278.76513
1987,9948.6275,4280.34913
1988,9953.4435,4282.02363
1989,9959.2805,4283.69463
1990,9964.1595,4285.22863
1991,9969.4885,4286.88163
1992,9974.213,4288.40763
1993,9979.9775,4290.10613
1994,9984.499,4291.72663
1995,9989.04,4293.36863
1996,9994.779,4295.05213
1997,10000.092,4296.59063
1998,10004.8345,4298.39463
1999,10010.141,4300.03813
2000,10015.1815,4301.78663
2001,10019.3955,4303.45163
2002,10025.112,4305.13313
2003,10030.494,4306.78563
2004,10036.0905,4308.56763
2005,10041.9945,4310.22763
2006,10047.0365,4311.87813
2007,10052.8095,4313.54363
2008,10057.851,4315.18813
2009,10063.211,4316.76763
2010,10068.5175,4318.43413
2011,10074.291,4320.10713
2012,10079.149,4321.81063
2013,10084.196,4323.45113
2014,10089.5865,4325.20713
2015,10094.446,4326.75363
2016,10099.8045,4328.33163
2017,10104.9025,4330.00663
2018,10109.6925,4331.78163
2019,10114.1975,4333.30063
2020,10118.165,4334.96113
2021,10122.6835,4336.57763
2022,10126.9025,4338.28313
2023,10132.2405,4339.86663
2024,10137.325,4341.61713
2025,10142.737,4343.37563
